pm_value,ws,wd
16.0,1.88,295.67401
17.0,2.41,358.63
20.0,3.24,7.9279499
14.0,1.57,25.7537
23.0,3.01,23.0191
14.0,3.07,16.620001
14.0,4.23,12.5725
14.0,4.47,9.8959999
14.0,3.21,6.4829102
13.0,4.27,33.348099
21.0,2.55,32.9478
23.0,3.34,20.254299
17.0,4.1,15.5314
17.0,3.52,353.633
12.0,2.19,280.521
11.0,4.11,193.01401
30.0,7.59,172.08099
15.0,7.07,181.741
15.0,9.38,233.88499
16.0,8.42,227.32201
8.0,8.76,236.995
26.0,7.39,232.79401
27.0,6.47,250.98199
16.0,4.33,288.77301
17.0,3.36,293.63199
18.0,1.42,332.85699
23.0,2.93,11.0049
21.0,3.55,26.6278
20.0,2.55,26.545099
20.0,4.02,21.657801
21.0,0.74,71.936401
20.0,1.83,35.469501
24.0,1.63,14.5273
28.0,2.49,30.232201
28.0,2.54,54.095699
29.0,4.75,67.104401
27.0,3.07,67.5299
11.0,2.97,73.939301
12.0,3.29,298.93301
10.0,6.67,251.481
10.0,8.0,226.254
10.0,3.93,209.07401
10.0,8.07,67.129303
9.0,6.52,68.767303
6.0,7.4,63.897701
7.0,6.66,58.506699
7.0,5.82,58.485802
7.0,4.92,58.745998
8.0,5.98,63.584599
9.0,6.82,63.210701
10.0,6.06,67.072502
10.0,5.45,71.087097
9.0,6.09,66.829697
8.0,6.72,62.263401
8.0,5.52,58.206699
8.0,5.57,62.6264
7.0,4.12,60.9048
40.0,4.62,65.734901
12.0,3.0,142.638
18.0,2.93,161.383
20.0,4.23,172.46899
13.0,5.72,177.73399
12.0,3.75,231.938
12.0,2.41,221.69099
13.0,6.08,248.561
12.0,5.79,251.649
13.0,3.97,253.045
10.0,2.55,267.14301
20.0,2.63,253.797
13.0,2.04,257.64499
12.0,2.86,254.12199
10.0,4.29,242.436
8.0,2.38,260.85501
7.0,1.11,323.95599
10.0,1.26,353.03601
15.0,2.15,10.0113
17.0,1.68,7.7670698
22.0,2.41,38.9282
16.0,1.41,28.093
20.0,0.65,33.870998
13.0,2.04,168.38
16.0,1.69,197.49001
13.0,3.72,203.423
12.0,6.02,216.237
10.0,6.25,217.81799
8.0,6.38,220.332
9.0,7.88,234.254
8.0,6.8,231.42
6.0,7.92,243.61
6.0,5.3,248.274
6.0,4.44,249.489
7.0,2.57,239.85699
9.0,1.51,327.80801
11.0,2.72,8.9879999
16.0,2.89,16.8001
17.0,2.81,19.35
14.0,3.5,18.6999
18.0,3.61,19.6413
17.0,4.34,17.934401
14.0,3.78,21.449301
14.0,3.65,25.771299
15.0,3.98,22.672001
18.0,3.71,37.991501
13.0,5.43,57.7314
17.0,4.44,66.007004
11.0,4.1,82.158699
8.0,4.87,185.28999
6.0,5.61,179.651
7.0,5.76,178.257
7.0,9.6,179.114
15.0,7.81,174.683
7.0,6.19,177.895
5.0,3.57,62.6931
5.0,4.05,45.762501
7.0,7.11,59.786301
5.0,3.72,79.613197
3.0,5.5,40.047298
4.0,1.88,47.3951
4.0,3.59,42.251099
6.0,1.68,39.796001
6.0,1.06,158.55299
8.0,4.55,194.396
11.0,4.22,237.39101
7.0,2.48,235.703
6.0,2.61,259.91901
12.0,2.4,240.129
13.0,3.95,249.593
11.0,2.65,323.745
10.0,3.2,244.173
10.0,3.77,241.588
10.0,5.39,217.013
10.0,6.17,216.888
10.0,9.0,239.091
9.0,8.57,226.283
9.0,8.72,232.32401
8.0,9.76,241.64101
7.0,7.37,236.911
10.0,5.21,238.78799
11.0,4.32,246.2
9.0,4.55,238.09
12.0,1.58,296.30499
15.0,2.16,8.9534702
17.0,2.72,13.4297
12.0,3.76,13.9793
20.0,2.49,17.4797
17.0,4.25,12.8778
17.0,2.54,11.8886
20.0,2.21,16.150999
23.0,3.85,15.2279
17.0,3.29,23.2572
20.0,1.07,32.047001
20.0,1.29,148.284
21.0,2.24,65.922302
14.0,1.8,188.245
19.0,4.04,233.209
16.0,4.53,234.44701
13.0,6.74,228.045
13.0,7.89,223.285
11.0,8.11,216.278
9.0,8.28,228.349
8.0,9.92,231.62199
8.0,8.17,224.659
11.0,7.1,224.875
14.0,4.51,239.36099
12.0,3.22,273.48001
9.0,3.35,291.707
9.0,2.59,277.90701
12.0,2.82,281.27802
11.0,0.89,340.379
10.0,2.12,32.7841
10.0,2.19,42.448299
13.0,3.4,45.877701
15.0,2.11,74.289703
23.0,3.15,48.713902
20.0,2.0,80.1577
15.0,0.99,202.97701
14.0,4.15,192.79201
11.0,3.71,268.009
9.0,7.09,243.267
7.0,8.75,234.89301
6.0,9.09,232.62399
7.0,9.95,233.717
5.0,11.24,238.16499
7.0,9.67,229.302
7.0,9.58,233.69299
8.0,9.62,233.237
13.0,7.58,247.757
15.0,3.66,261.54501
8.0,3.02,296.86099
10.0,2.14,321.58499
9.0,4.29,304.513
6.0,5.52,296.0
6.0,4.75,281.18201
8.0,2.87,284.42801
11.0,2.37,0.145
14.0,2.03,17.770201
22.0,2.93,12.4522
18.0,4.3,13.8022
11.0,3.2,7.4230299
10.0,0.84,25.1737
9.0,2.53,228.972
7.0,3.37,229.255
10.0,3.87,206.40401
11.0,6.46,207.49899
19.0,9.52,227.907
20.0,12.54,226.85201
26.0,14.05,230.875
18.0,12.11,228.218
13.0,7.1,261.39801
11.0,3.87,297.328
9.0,5.88,268.50299
9.0,2.42,283.34201
9.0,2.05,315.42499
10.0,0.87,313.05701
18.0,1.23,322.93399
12.0,1.65,9.6584396
16.0,2.46,24.034401
14.0,1.74,2.9161799
12.0,2.09,358.70499
17.0,1.0,4.7426801
22.0,1.91,9.5281296
30.0,0.42,356.51901
38.0,0.76,75.422203
9.0,3.25,276.09799
8.0,3.0,274.38699
8.0,2.88,214.998
9.0,6.22,228.40199
11.0,7.85,220.97
14.0,9.98,230.013
14.0,8.44,234.478
10.0,8.94,235.52901
11.0,6.63,210.916
17.0,6.18,233.29201
19.0,3.62,190.903
30.0,3.75,169.655
36.0,1.12,128.888
31.0,3.85,45.334301
29.0,4.08,26.7827
30.0,3.6,36.618099
22.0,4.12,33.4566
19.0,5.22,51.368
19.0,3.83,46.884102
21.0,4.05,29.4457
17.0,3.66,43.885399
18.0,3.55,21.835699
22.0,3.43,46.103699
18.0,3.75,46.903599
18.0,2.16,37.150101
24.0,1.17,69.678497
23.0,1.85,183.144
25.0,2.66,174.308
19.0,4.3,198.01801
21.0,4.58,201.688
22.0,4.85,223.315
21.0,7.56,235.96001
14.0,8.23,241.136
17.0,8.02,242.474
17.0,6.73,251.509
17.0,6.07,240.119
24.0,2.86,247.69
23.0,0.59,327.65201
26.0,1.65,352.487
24.0,1.81,5.3291898
25.0,3.13,12.6506
26.0,3.66,26.564699
18.0,4.02,30.124901
20.0,3.09,23.760599
23.0,2.33,20.0958
25.0,4.14,18.287701
33.0,4.36,23.472099
27.0,4.77,36.5728
28.0,2.16,76.752899
22.0,0.57,167.242
23.0,2.57,202.64301
26.0,4.44,200.69099
27.0,7.86,238.39999
19.0,9.16,225.672
17.0,11.43,234.06599
22.0,11.95,234.16
22.0,9.85,229.92599
22.0,9.19,243.021
24.0,6.57,245.71899
27.0,3.43,238.791
26.0,2.42,272.06201
24.0,1.96,329.56299
15.0,2.29,355.51501
21.0,3.3,47.137402
24.0,4.19,25.3325
19.0,2.46,32.239201
18.0,3.51,15.9556
21.0,4.38,13.7412
25.0,4.51,17.250401
20.0,3.76,36.241001
25.0,4.86,25.177601
23.0,3.64,18.0758
30.0,2.8,53.591099
27.0,1.46,56.396
31.0,1.18,155.05901
30.0,1.87,244.196
24.0,2.22,241.022
25.0,3.14,196.20599
27.0,9.79,239.06599
21.0,10.21,245.283
19.0,9.54,232.485
16.0,8.02,240.895
16.0,6.84,245.062
12.0,4.25,259.28601
15.0,1.71,296.55899
13.0,1.34,14.8534
14.0,1.97,11.9591
21.0,2.67,18.930201
18.0,3.3,21.297899
18.0,4.4,18.1362
22.0,3.75,17.754999
17.0,4.32,16.261499
25.0,4.79,7.1979198
26.0,2.84,28.8787
39.0,3.63,17.735399
36.0,3.84,25.192801
29.0,2.64,34.733799
27.0,1.62,80.234398
20.0,1.56,76.304604
27.0,1.1,151.198
44.0,3.13,221.979
36.0,2.89,228.30099
38.0,5.28,222.603
27.0,8.1,244.70599
25.0,7.52,246.64799
18.0,4.41,237.435
20.0,2.83,251.16499
13.0,2.98,258.92999
21.0,2.79,243.73801
23.0,1.79,262.97198
25.0,2.38,173.655
25.0,1.2,16.8088
24.0,1.7,32.368698
25.0,1.79,50.1185
29.0,0.4,6.2939701
27.0,0.6,142.049
20.0,1.2,172.433
30.0,1.11,149.26199
31.0,1.99,172.47501
34.0,0.69,151.185
39.0,1.04,155.737
36.0,3.53,175.261
25.0,3.68,181.364
30.0,3.88,179.043
36.0,6.41,209.60699
32.0,8.18,219.39
25.0,6.87,223.742
24.0,6.22,237.416
24.0,6.24,221.42101
22.0,6.8,247.75301
24.0,3.1,233.838
20.0,3.34,186.323
26.0,4.41,171.045
31.0,2.97,163.233
26.0,1.0,141.485
23.0,2.76,163.787
23.0,3.62,167.052
23.0,2.52,164.621
16.0,1.47,132.955
20.0,3.99,74.587502
23.0,4.49,50.6562
23.0,3.88,40.966099
24.0,3.01,45.983799
26.0,1.19,32.9221
23.0,1.63,111.838
23.0,2.45,186.04201
24.0,3.23,202.53999
31.0,5.24,176.836
36.0,6.93,185.98
38.0,7.78,222.815
38.0,7.49,220.974
31.0,8.98,233.42799
24.0,9.02,246.50301
20.0,7.84,241.916
22.0,7.22,229.25999
21.0,6.22,243.28799
27.0,1.04,251.84399
29.0,1.55,353.18799
32.0,0.63,134.8
31.0,2.73,16.9755
33.0,3.49,20.544399
28.0,2.89,39.103802
27.0,1.01,42.0769
28.0,3.12,18.091801
22.0,2.92,14.6153
31.0,4.72,11.3931
33.0,2.79,24.8647
41.0,1.92,24.357201
7.0,1.31,249.13699
7.0,3.14,272.64801
3.0,6.3,223.83299
0.0,5.36,230.927
1.0,3.96,13.3028
2.0,1.56,117.079
4.0,1.43,158.759
8.0,1.26,119.896
10.0,1.98,62.383099
9.0,2.45,32.140499
10.0,1.86,34.775101
10.0,2.45,356.668
8.0,0.89,322.03101
6.0,1.96,262.59698
7.0,2.38,278.83801
10.0,2.12,294.39999
10.0,2.35,325.992
8.0,3.58,254.81799
7.0,4.5,188.285
8.0,0.54,228.662
5.0,5.04,236.129
3.0,3.55,212.064
8.0,4.54,204.099
7.0,5.27,236.841
2.0,7.52,235.952
6.0,4.87,216.899
7.0,4.21,201.862
6.0,3.17,79.049599
7.0,6.88,71.200996
8.0,3.54,57.9249
5.0,5.43,48.557999
3.0,7.06,62.577599
5.0,6.46,65.5242
5.0,6.16,64.082802
5.0,6.49,68.599098
6.0,3.34,57.052299
5.0,5.8,58.3106
4.0,8.04,61.777302
4.0,8.67,60.124901
6.0,9.08,63.454899
6.0,8.54,66.971603
6.0,9.98,71.985497
7.0,8.69,67.536797
9.0,8.2,62.216801
6.0,7.76,59.124001
3.0,8.45,61.186401
3.0,5.87,65.268997
5.0,3.85,68.1455
5.0,6.26,58.0849
5.0,6.72,65.2612
5.0,6.98,67.338699
4.0,6.27,64.442596
4.0,4.56,65.1418
6.0,6.09,51.992599
5.0,6.72,53.088699
6.0,4.99,60.445599
4.0,5.2,54.944302
2.0,4.94,37.6394
4.0,3.71,16.085199
3.0,4.55,22.232599
2.0,7.47,49.157398
1.0,5.29,35.0098
4.0,6.69,27.003
6.0,6.39,32.8461
5.0,7.14,51.332401
4.0,9.07,57.566002
4.0,10.25,60.621601
4.0,8.25,57.994598
5.0,9.4,53.3456
5.0,8.46,64.801399
5.0,6.17,66.685997
5.0,4.75,38.9361
5.0,4.91,29.6343
6.0,5.2,47.532299
6.0,2.98,49.102299
9.0,1.68,24.883499
15.0,2.07,8.9117699
13.0,3.08,23.487101
16.0,2.92,22.406601
17.0,3.6,23.7463
15.0,2.41,35.291901
13.0,2.92,20.5711
11.0,3.3,25.7057
11.0,4.63,22.667999
11.0,3.31,14.9856
12.0,4.2,14.9401
13.0,3.68,31.5849
13.0,3.95,53.930401
11.0,1.83,101.193
10.0,2.39,167.058
12.0,2.16,186.759
12.0,3.44,170.56799
12.0,3.99,177.834
20.0,6.63,204.32401
16.0,6.75,202.035
15.0,7.76,219.593
13.0,5.07,206.317
13.0,5.19,239.487
14.0,6.52,252.336
17.0,4.01,250.33099
18.0,5.34,256.94199
15.0,1.57,313.961
22.0,2.42,7.0871701
21.0,2.13,33.1674
25.0,1.67,132.90199
13.0,1.24,143.851
18.0,2.32,168.33501
18.0,1.75,164.42999
18.0,1.32,74.437698
20.0,1.46,164.821
27.0,3.94,169.873
17.0,3.35,167.993
17.0,4.94,178.342
14.0,4.44,168.08299
16.0,3.16,172.658
9.0,4.74,181.0
11.0,2.72,193.036
13.0,3.54,206.061
12.0,2.48,200.91
8.0,2.81,202.084
8.0,3.35,211.40199
10.0,2.63,210.84
8.0,1.3,317.25201
8.0,1.87,340.36301
7.0,1.02,284.168
6.0,2.01,282.16901
5.0,0.76,313.00699
4.0,2.9,32.5275
4.0,3.21,14.4345
5.0,1.8,26.3417
6.0,2.26,35.021702
4.0,3.12,46.1059
6.0,3.13,42.3946
8.0,2.74,4.1020298
6.0,1.13,356.81
11.0,0.81,135.521
15.0,0.9,189.20599
20.0,1.37,196.211
15.0,0.42,67.733101
17.0,5.69,245.02299
15.0,8.14,233.983
14.0,7.4,240.216
11.0,7.9,249.168
8.0,6.86,252.203
11.0,3.95,246.285
13.0,5.16,250.134
10.0,5.57,244.97501
7.0,5.7,250.716
8.0,3.98,244.80901
11.0,1.52,270.35001
12.0,1.76,330.203
16.0,1.32,325.897
18.0,1.35,350.379
17.0,1.82,27.0331
16.0,2.06,351.15399
16.0,3.7,17.2672
12.0,2.84,0.060449999
17.0,2.21,3.2265601
27.0,3.59,17.242001
25.0,3.71,26.647499
26.0,0.18,191.476
29.0,1.67,164.52499
21.0,2.28,222.46899
18.0,3.04,229.42999
26.0,6.02,241.076
22.0,7.33,241.44299
20.0,9.07,248.785
23.0,10.35,252.252
19.0,9.18,247.537
18.0,5.84,251.75999
22.0,4.0,242.97501
23.0,1.74,302.30099
24.0,1.62,327.66501
24.0,1.93,4.3399701
30.0,3.1,1.73014
28.0,4.7,19.721201
31.0,3.62,10.3354
16.0,4.68,14.4791
16.0,2.41,30.986
18.0,2.32,24.652599
16.0,4.47,33.287899
23.0,5.62,23.7031
37.0,5.45,18.823999
31.0,5.17,11.6955
16.0,3.2,37.504501
14.0,1.49,87.413597
16.0,3.05,177.009
20.0,4.69,223.222
26.0,8.66,244.994
19.0,9.86,237.261
21.0,10.92,229.061
21.0,11.99,244.257
17.0,11.15,241.334
14.0,8.75,241.65199
17.0,6.25,237.25101
21.0,4.44,243.11099
18.0,1.12,303.51901
26.0,1.75,358.05399
22.0,2.5,11.2234
21.0,1.13,20.6936
23.0,2.18,14.331
22.0,2.84,19.184299
25.0,2.33,14.4573
22.0,2.59,24.302401
22.0,3.76,15.2168
24.0,4.04,16.9925
21.0,2.74,27.616301
34.0,3.51,69.355301
27.0,1.91,156.258
32.0,3.07,158.407
25.0,3.62,160.418
35.0,5.99,173.271
33.0,6.63,174.799
30.0,6.68,176.11301
31.0,6.49,199.912
33.0,7.36,218.8
32.0,5.35,204.563
28.0,4.51,218.15601
24.0,5.58,245.19
21.0,5.34,250.575
22.0,4.05,252.593
20.0,2.02,270.58401
20.0,1.64,290.142
22.0,1.11,336.32599
20.0,1.14,305.32199
22.0,2.63,25.850599
21.0,3.45,45.903702
28.0,0.66,90.904198
23.0,1.89,21.8262
22.0,5.35,56.768398
40.0,2.19,87.780998
29.0,2.14,162.368
27.0,1.96,159.153
24.0,3.4,167.8
18.0,2.81,159.784
19.0,2.75,150.739
20.0,5.28,170.76601
15.0,9.13,237.681
13.0,7.59,235.505
11.0,8.46,229.511
7.0,5.2,208.67799
7.0,3.62,209.992
5.0,3.66,206.60699
2.0,5.54,234.616
3.0,3.43,218.478
5.0,2.71,192.278
6.0,1.74,179.74001
9.0,0.39,141.517
12.0,0.8,190.672
12.0,2.91,202.28
9.0,2.77,183.952
10.0,2.94,172.007
10.0,0.45,171.709
11.0,4.47,33.9076
10.0,3.4,49.884899
15.0,1.85,148.562
14.0,3.08,176.582
14.0,4.6,200.661
15.0,6.08,212.80701
14.0,6.17,236.451
13.0,5.99,240.263
12.0,6.84,241.612
12.0,8.87,240.282
11.0,9.26,245.021
12.0,8.64,246.429
12.0,7.01,248.134
9.0,5.22,245.02499
16.0,3.89,243.69
18.0,2.55,236.907
14.0,2.19,224.618
16.0,3.52,239.40601
20.0,3.85,248.32401
16.0,4.16,250.461
13.0,3.34,262.05899
16.0,2.51,257.371
15.0,2.66,258.245
13.0,2.79,264.99301
14.0,1.63,275.41599
15.0,1.95,256.185
15.0,1.45,263.935
15.0,4.1,227.36099
14.0,5.44,243.30701
13.0,3.65,243.414
13.0,4.1,235.06599
13.0,5.17,241.291
16.0,6.63,205.548
14.0,9.35,232.21001
12.0,9.7,243.53999
10.0,9.37,239.205
10.0,7.1,227.30299
10.0,6.23,235.38
10.0,4.91,233.96001
12.0,3.32,229.285
18.0,0.84,253.799
15.0,2.81,47.433998
17.0,1.19,96.822601
19.0,1.95,189.28799
16.0,3.58,347.72101
12.0,3.25,353.707
21.0,1.51,319.88901
21.0,2.54,15.3081
22.0,2.95,17.7278
26.0,3.44,25.1113
31.0,1.38,155.564
28.0,1.71,172.53999
33.0,3.03,183.483
22.0,4.72,226.537
23.0,5.04,225.20599
21.0,8.02,237.12399
17.0,8.98,236.664
19.0,7.04,239.758
18.0,6.73,233.108
17.0,8.1,233.259
18.0,8.27,238.216
15.0,6.43,239.519
15.0,4.38,242.202
19.0,2.88,257.992
21.0,2.53,196.92101
21.0,3.27,256.73401
23.0,3.22,247.834
24.0,3.04,261.664
24.0,2.27,259.79001
22.0,1.53,312.57401
18.0,0.77,4.8302598
28.0,2.35,167.07899
51.0,1.5,48.775799
41.0,3.02,42.022999
34.0,0.87,91.319199
38.0,1.5,73.900803
37.0,2.59,162.50999
37.0,6.71,180.427
28.0,5.96,196.623
26.0,6.07,219.33
20.0,6.25,226.17999
17.0,7.32,214.129
16.0,9.57,235.511
18.0,7.22,234.058
15.0,5.14,218.839
19.0,4.08,184.217
26.0,3.29,181.52699
26.0,2.2,173.082
37.0,2.91,77.280197
32.0,3.18,46.972099
25.0,3.3,29.262501
22.0,2.5,2.2212801
21.0,3.07,21.887501
24.0,2.98,12.1675
18.0,3.94,21.8866
24.0,2.4,22.3258
28.0,3.1,14.9379
31.0,3.86,24.300301
22.0,2.09,16.4613
25.0,2.8,44.7817
25.0,0.74,133.702
32.0,2.29,205.064
33.0,4.85,228.879
43.0,7.43,245.841
34.0,6.71,246.164
36.0,9.41,243.88699
35.0,11.24,246.209
23.0,11.14,243.59599
23.0,9.76,250.217
28.0,8.25,283.569
21.0,8.79,301.11301
24.0,7.6,296.16299
23.0,2.02,346.98599
34.0,2.28,66.094398
33.0,0.84,169.019
37.0,2.02,184.256
36.0,2.03,166.44299
42.0,0.81,113.636
38.0,1.91,167.23199
38.0,1.31,175.91499
40.0,1.54,1.4888099
50.0,0.28,190.649
50.0,2.06,179.101
65.0,2.0,174.479
53.0,2.88,170.89799
54.0,3.06,169.229
47.0,3.67,177.437
53.0,3.45,177.845
55.0,8.57,248.28101
47.0,6.98,226.45399
26.0,6.43,230.035
14.0,5.3,227.03
26.0,6.52,251.364
29.0,1.89,211.10201
37.0,2.57,177.481
38.0,1.47,164.299
36.0,1.98,98.400101
30.0,1.07,55.541901
32.0,2.43,161.774
26.0,0.1,253.724
24.0,1.2,327.58099
27.0,2.47,4.0963702
33.0,3.11,20.452
30.0,2.9,26.230101
34.0,2.65,13.3894
45.0,2.2,26.4911
38.0,1.47,55.787498
32.0,0.64,0.45468
31.0,2.54,193.927
39.0,1.51,196.845
39.0,1.3,235.556
44.0,4.36,228.119
47.0,7.86,247.13901
36.0,8.14,255.123
32.0,8.9,246.742
29.0,8.43,245.328
29.0,9.4,249.511
33.0,2.9,280.78101
27.0,3.17,282.05899
12.0,6.74,298.76099
17.0,3.17,326.95999
49.0,1.1,87.665703
42.0,1.38,130.795
31.0,1.36,150.64301
30.0,0.18,272.63
31.0,2.08,175.01199
32.0,1.02,176.12
30.0,2.7,11.2139
29.0,2.52,6.9433699
29.0,2.43,22.3384
42.0,1.09,178.951
37.0,2.39,179.996
31.0,2.93,188.05
38.0,2.87,178.317
39.0,2.85,171.87801
35.0,3.1,175.823
35.0,3.14,182.287
43.0,6.67,220.481
25.0,7.4,249.248
27.0,6.92,234.93401
27.0,7.45,246.30099
22.0,5.36,254.2
30.0,3.52,245.83099
29.0,3.13,179.36
30.0,1.8,163.48
33.0,2.01,169.464
32.0,1.85,348.035
35.0,2.55,21.526699
30.0,1.52,358.51501
31.0,1.26,345.26999
27.0,1.34,8.65168
28.0,1.09,132.23399
37.0,0.31,269.09601
30.0,1.62,24.844801
30.0,2.36,29.4317
28.0,1.49,187.21001
32.0,3.48,180.64999
31.0,3.39,187.23801
33.0,3.71,202.283
36.0,5.82,194.519
28.0,7.88,247.52299
20.0,8.7,250.549
19.0,8.32,247.619
26.0,7.27,251.39799
27.0,6.63,256.698
30.0,4.06,251.261
31.0,1.68,218.535
33.0,5.01,179.34801
34.0,3.06,177.69099
28.0,2.92,179.562
32.0,3.21,176.36
29.0,2.8,163.306
24.0,2.77,167.189
24.0,1.95,170.92999
25.0,2.11,165.002
28.0,2.01,167.992
34.0,1.69,172.7
40.0,0.61,169.26601
44.0,2.97,171.866
37.0,2.09,172.92999
46.0,3.99,178.56
39.0,4.29,186.23
44.0,5.35,190.728
45.0,6.19,207.56599
41.0,5.96,195.836
34.0,6.21,193.86
31.0,5.67,185.80099
27.0,4.75,222.7
25.0,4.53,235.61099
25.0,5.28,255.037
31.0,3.82,259.427
26.0,2.56,265.30899
32.0,2.65,174.827
38.0,2.89,173.49699
29.0,2.57,165.269
30.0,1.13,166.979
29.0,0.44,259.06601
29.0,1.06,301.14401
35.0,1.55,350.21301
33.0,1.92,359.82199
31.0,2.21,6.7961402
46.0,0.79,87.611
52.0,2.97,171.351
44.0,1.87,182.45799
49.0,2.54,166.89999
53.0,3.26,181.465
47.0,4.18,193.907
50.0,9.51,244.315
41.0,7.82,245.912
38.0,8.44,248.931
27.0,7.97,252.179
29.0,5.02,234.92799
26.0,5.39,234.92999
28.0,5.76,243.396
28.0,4.16,256.30499
29.0,2.59,259.67099
29.0,1.92,185.92999
30.0,1.33,198.205
33.0,0.69,34.979099
28.0,1.35,327.133
29.0,1.38,322.57599
30.0,3.26,258.76801
29.0,4.68,262.629
29.0,2.12,283.888
34.0,1.14,173.683
38.0,1.01,73.841202
48.0,1.48,156.862
52.0,1.5,85.625298
58.0,2.95,176.289
58.0,4.68,180.47099
55.0,3.33,208.742
57.0,5.33,211.884
56.0,6.21,214.66
35.0,8.62,229.959
26.0,8.49,241.09599
18.0,6.56,250.754
21.0,4.49,247.379
23.0,3.15,258.28299
20.0,2.99,275.49399
22.0,4.84,253.144
23.0,2.44,259.14099
23.0,3.33,242.18401
30.0,3.14,266.57001
23.0,1.63,287.67499
25.0,1.39,288.04999
24.0,2.84,257.112
31.0,1.33,206.106
40.0,0.74,116.171
40.0,1.55,156.11099
33.0,2.08,42.765701
46.0,1.01,146.869
44.0,2.92,178.224
61.0,2.77,190.526
56.0,3.8,197.536
50.0,5.4,183.396
41.0,4.46,202.246
36.0,5.84,230.923
28.0,7.4,250.31599
23.0,8.39,254.12601
24.0,7.08,255.98599
22.0,6.78,256.05099
25.0,5.1,251.90199
21.0,2.46,262.534
22.0,2.98,178.81599
29.0,2.99,180.992
31.0,3.59,168.922
27.0,2.84,175.54401
21.0,1.97,179.25301
23.0,0.95,158.42101
25.0,1.19,95.4729
26.0,1.59,159.72301
31.0,2.81,262.83899
36.0,4.05,257.20099
41.0,2.59,257.82001
35.0,2.04,184.987
45.0,2.27,172.317
48.0,2.07,168.23
51.0,3.92,177.92999
41.0,5.54,199.686
38.0,6.59,204.70799
32.0,7.38,237.509
30.0,5.86,208.89301
26.0,5.96,193.114
32.0,5.95,210.15199
31.0,4.53,212.927
28.0,3.99,213.836
29.0,2.26,206.188
29.0,3.79,181.561
31.0,2.59,185.38499
33.0,2.18,181.495
39.0,1.6,164.438
30.0,2.45,171.81
31.0,0.48,161.87801
26.0,2.95,25.4384
26.0,2.15,2.8433599
27.0,2.82,2.4813299
24.0,2.95,22.7194
32.0,1.2,47.7402
41.0,2.06,171.55701
44.0,3.09,187.923
38.0,3.32,186.62199
43.0,3.5,202.308
40.0,7.2,228.02
39.0,9.87,245.593
36.0,7.69,237.02299
28.0,6.86,244.478
27.0,7.17,232.205
25.0,5.22,230.177
23.0,5.36,243.44
24.0,4.57,181.94099
27.0,2.48,211.21001
19.0,3.52,269.44199
18.0,2.89,243.235
24.0,1.81,192.93401
22.0,1.17,288.81
14.0,1.29,325.224
16.0,2.22,7.1816602
18.0,2.55,10.8644
16.0,2.52,17.5341
14.0,2.52,18.4583
17.0,2.79,8.3925896
27.0,1.88,11.1293
30.0,1.48,163.48599
33.0,2.88,177.222
30.0,2.33,198.011
36.0,4.43,210.728
31.0,5.82,212.80099
30.0,7.29,234.045
27.0,9.43,239.407
21.0,9.65,244.47099
21.0,7.63,250.916
25.0,6.0,244.549
17.0,5.02,195.69099
28.0,6.26,178.092
26.0,3.76,225.899
28.0,4.05,263.47299
22.0,2.11,281.55499
23.0,1.59,334.034
28.0,2.27,21.1514
27.0,3.16,27.8682
35.0,2.44,19.264
33.0,1.89,352.76501
35.0,2.88,21.004
30.0,2.46,22.326599
32.0,2.67,32.266201
34.0,2.15,65.968597
32.0,1.75,98.172203
34.0,1.08,111.098
36.0,1.29,169.536
36.0,2.27,176.728
42.0,3.18,206.80099
52.0,8.05,243.097
49.0,7.3,248.521
45.0,6.62,246.644
39.0,6.56,250.04401
32.0,4.85,253.08501
32.0,4.01,243.392
32.0,3.56,250.03799
35.0,2.03,209.013
40.0,2.73,175.505
51.0,2.69,173.02299
45.0,0.71,143.51801
44.0,2.3,19.2715
32.0,1.55,350.315
43.0,2.69,5.2643499
41.0,3.44,20.043501
39.0,3.16,19.644199
46.0,3.71,19.711399
44.0,2.85,12.1789
44.0,3.52,26.3585
36.0,4.32,23.2281
29.0,1.22,346.30499
34.0,3.66,237.942
35.0,5.05,244.487
39.0,7.04,253.01601
36.0,7.58,249.577
44.0,9.35,250.983
36.0,9.31,255.099
28.0,8.48,243.056
21.0,6.44,234.619
23.0,5.42,226.213
29.0,4.08,247.30299
36.0,3.17,236.64799
43.0,3.91,174.48199
46.0,1.96,175.377
45.0,2.28,49.1591
46.0,1.73,19.3972
42.0,2.26,21.064199
40.0,3.41,12.2674
31.0,3.69,17.520599
34.0,3.63,17.028
39.0,3.39,26.2299
76.0,3.71,22.132299
43.0,3.19,30.3715
38.0,1.7,33.957298
46.0,1.56,238.02499
47.0,2.4,188.662
49.0,2.69,210.694
48.0,4.3,227.076
46.0,4.9,212.806
35.0,7.34,242.36501
41.0,8.58,232.185
25.0,7.89,223.13699
24.0,7.29,230.224
22.0,6.83,242.528
21.0,4.43,238.37601
21.0,2.0,283.784
25.0,0.48,279.03799
40.0,1.53,356.966
33.0,2.46,13.5612
36.0,3.04,15.1114
29.0,2.9,25.281601
33.0,2.74,19.3939
34.0,3.54,7.9960599
27.0,3.36,19.168501
33.0,3.07,34.957401
43.0,2.13,27.6026
63.0,1.89,23.9489
50.0,1.1,158.246
46.0,2.42,167.446
63.0,5.07,218.284
67.0,6.6,216.54401
50.0,6.74,221.548
40.0,6.15,223.28799
